ds,yhat,yhat_lower,yhat_upper
2020-03-16,9.478768202899165e-05,5.500428229974523e-05,0.0001622103159844596
2020-03-17,0.00010294049509485948,5.911990785129196e-05,0.00017406948644913846
2020-03-18,8.442295374709906e-05,4.9284394665086905e-05,0.00014928564207795136
2020-03-19,7.528089789267677e-05,4.444694715066339e-05,0.00013000954539899755
2020-03-20,7.976968738595401e-05,4.438643640658147e-05,0.00013995701228844973
2020-03-21,3.8422030230255554e-05,2.1614395115476236e-05,6.569346498333194e-05
2020-03-22,3.054793739674894e-05,1.750378837986954e-05,5.326328384882073e-05
2020-03-23,3.1630371507189406e-05,1.811616942433464e-05,5.606405903487958e-05
2020-03-24,3.986058063112186e-05,2.0717145136688114e-05,7.894930497934044e-05
2020-03-25,5.709605744571212e-05,3.2267493179809126e-05,9.636359558787914e-05
2020-03-26,3.93820430276707e-05,2.269709323909985e-05,7.187697933534581e-05
2020-03-27,4.73674145351589e-05,2.737014502690938e-05,8.849687969185278e-05
2020-03-28,5.0184101369080596e-05,2.9452465172221894e-05,8.946675801271922e-05
2020-03-29,4.051525496497067e-05,2.2367581902681803e-05,6.953302962476498e-05
2020-03-30,3.822186910488882e-05,2.1886054308364826e-05,6.74534552433044e-05
2020-03-31,2.687417863577715e-05,1.5075703336681707e-05,4.7132967912170005e-05
2020-04-01,6.196840646246082e-05,3.518278422757076e-05,0.00010797266458084523
2020-04-02,1.6321098708127753e-05,7.0964613469869635e-06,3.660761155628918e-05
2020-04-03,0.00010626728609446574,6.126056407390168e-05,0.0001886170475285848
2020-04-04,4.339669921048759e-05,2.474101902100369e-05,7.639256846122777e-05
2020-04-05,3.7627064201505505e-05,2.1453397239843232e-05,6.637058358885698e-05
2020-04-06,4.995154967705729e-05,2.7782635439249904e-05,8.838317181380235e-05
2020-04-07,6.945226512322052e-05,3.984985547510187e-05,0.00012154953704362937
